Date,Open,High,Low,Close,Volume
2018-01-02,39.88872294945866,40.39037927837602,39.67774378235682,40.38100051879883,102223600
2018-01-03,40.44428495987144,40.91781205077507,40.31066807189711,40.373958587646484,118071600
2018-01-04,40.44663400466889,40.66464543398791,40.33880331756572,40.561500549316406,89738400
2018-01-05,40.65761488592784,41.110041649304335,40.56619165733656,41.02330780029297,94640000
2018-01-08,40.87092590332031,41.16629235198512,40.77246684348444,40.87092590332031,82271200
2018-01-09,40.91781771141178,41.037370056869754,40.6505803215452,40.86624526977539,86336000
2018-01-10,40.59196644779122,40.859203777408105,40.55445857561226,40.85685729980469,95839600
2018-01-11,40.9271862728053,41.138165384539846,40.903746533911104,41.08893585205078,74670800
2018-01-12,41.29991876356713,41.57653491672932,41.175677036698445,41.513240814208984,101672400
2018-01-16,41.703115617875326,42.05240102251029,41.290539693628176,41.30226135253906,118263600
2018-01-17,41.29288975650762,42.01958981164469,41.03972048025275,41.98442840576172,137547200
2018-01-18,42.04770164848613,42.21882995862066,41.78515372064294,42.021915435791016,124773600
2018-01-19,41.86956158265905,42.096948211104824,41.58825960655617,41.83440017700195,129700400
2018-01-22,41.56246810296082,41.67498816371669,41.39837560249429,41.49214172363281,108434400
2018-01-23,41.562469449479835,42.064125725414605,41.4499493850786,41.50151824951172,130756400
2018-01-24,41.55075072374585,41.56247238433268,40.60135344739043,40.84046173095703,204420400
2018-01-25,40.90843086637774,41.0115757292618,39.97544487592702,40.11140823364258,166116000
2018-01-26,40.32004001039495,40.32004001039495,39.86526689378004,40.20517349243164,156572000
2018-01-29,39.888710383409084,39.888710383409084,39.164357031532894,39.372989654541016,202561600
2018-01-30,38.803354988978484,39.23468484824336,38.60878689902846,39.14091873168945,184192800
2018-01-31,39.11747858938346,39.48551795947616,39.030744745683194,39.24875259399414,129915600
2018-02-01,39.18779964315865,39.527706268230695,39.09168705393994,39.33079528808594,188923200
2018-02-02,38.91353324343483,39.10106905879282,37.53046331194743,37.624229431152344,346375200
2018-02-05,37.29604127104793,38.4165631120856,36.56934138957845,36.684207916259766,290954000
2018-02-06,36.29507402811228,38.37905763685267,36.100505937010205,38.217308044433594,272975200
2018-02-07,38.231361191036655,38.304030446644354,37.28900019148599,37.399173736572266,206434400
2018-02-08,37.57499559148965,37.74143454751271,36.34195373807335,36.37008285522461,217562000
2018-02-09,36.970293332303825,37.16329865334211,35.362684244764615,36.814945220947266,282690400
2018-02-12,37.30688820918879,38.57555763932892,37.07386597411021,38.29781723022461,243278000
2018-02-13,38.11892369604445,38.77797343170304,38.048310583021724,38.68146896362305,130196800
2018-02-14,38.375476956953584,39.434662760544875,38.33781974683445,39.394649505615234,162579600
2018-02-15,39.964262648464526,40.74099975851867,39.77831824404765,40.717464447021484,204588800
2018-02-16,40.56916559945333,41.14818868716067,40.430295449475395,40.58563995361328,160704400
2018-02-20,40.49619758069618,41.016373396035,40.347910444638984,40.44912338256836,135722000
2018-02-21,40.67979914689796,40.983430849870615,40.25141558148277,40.265541076660156,149886400
2018-02-22,40.437365538703844,40.94341959897024,40.41618268219754,40.60212707519531,123967600
2018-02-23,40.87750684367652,41.34354755166451,40.84690699601769,41.30824279785156,135249600
2018-02-26,41.50831958675342,42.223856918735805,41.47536728050816,42.125,152648800
2018-02-27,42.15559717989041,42.48041172327539,41.93434445561561,41.98847961425781,155712400
2018-02-28,42.19325752385664,42.51336718436975,41.90845621497436,41.924930572509766,151128400
2018-03-01,42.02379176340598,42.315657645503855,40.639791153890215,41.19056701660156,195208000
2018-03-02,40.67273634345124,41.49654753956239,40.590353787227414,41.475364685058594,153816000
2018-03-05,41.23999275676447,41.835490315892,41.077583678542055,41.61894607543945,113605600
2018-03-06,41.875503084238844,41.95552959990914,41.456536512162586,41.58363723754883,95154000
2018-03-07,41.17644135026552,41.390633141156364,41.01874076764662,41.19762420654297,126814000
2018-03-08,41.30354153339762,41.689555805988924,41.207040658898826,41.64719009399414,95096400
