Date,Open,High,Low,Close,Volume
2018-01-02,79.36421734823999,79.530078068062,78.78370834390383,79.19835662841797,22483800
2018-01-03,79.29968944154412,79.71434461544845,79.2167626248109,79.56690979003906,26061400
2018-01-04,79.78805575700378,80.77401034362858,79.76962991869203,80.2672119140625,21912000
2018-01-05,80.77401690646994,81.46510189562147,80.56208108322825,81.26238250732422,23407100
2018-01-08,81.27158135726832,81.62173553888103,80.7187148437651,81.34529876708984,22113000
2018-01-09,81.68625380717387,81.75997123260069,80.95831004876538,81.29003143310547,19484300
2018-01-10,80.95831409785767,81.26239322039122,80.54366586173444,80.92145538330078,18652200
2018-01-11,81.20709411734808,81.20709411734808,80.38700712708369,81.16102600097656,17808900
2018-01-12,81.70466936027546,82.7274756615193,81.50194998091834,82.56161499023438,24271500
2018-01-16,83.02232905929264,83.65812940016168,81.0965092298183,81.40979766845703,36599700
2018-01-17,82.08247285946636,83.18820607579859,81.77839376444689,83.0592041015625,25621200
2018-01-18,82.74590149587216,83.54755548052955,82.61689954362663,83.02233123779297,24159700
2018-01-19,83.05920063829075,83.49228168948838,82.61691018223193,82.9301986694336,36875000
2018-01-22,82.93018217105201,84.42292798095926,82.6906041208025,84.41371154785156,23601600
2018-01-23,84.68095397949219,85.04953406917957,84.34923260178161,84.68095397949219,23412800
2018-01-24,85.27988259796666,86.09075304619397,84.38607830305827,84.60722351074219,33277500
2018-01-25,85.20615037206157,85.91566101215022,84.70856846871915,85.0771484375,26383200
2018-01-26,85.8050869684201,86.6712417602539,85.30750509392267,86.6712417602539,29172200
2018-01-29,87.66645605816478,87.95210234282888,86.35800316895798,86.54228973388672,31569900
2018-01-30,85.97096325772516,86.30268456783192,84.86522321400965,85.45494842529297,38635100
2018-01-31,86.38561386993541,87.90600208006212,86.16446866685057,87.54663848876953,48756300
2018-02-01,87.34389519697521,88.52334533044227,86.2289460229922,86.85552978515625,47227900
2018-02-02,86.28424153728827,86.58832054074902,84.31234677618592,84.57035064697266,47867800
2018-02-05,83.4461964253569,85.91567343413243,81.08729553222656,81.08729553222656,51031500
2018-02-06,80.06449822823477,84.29394197420946,78.55332629649165,84.15572357177734,67998600
2018-02-07,83.3816786719876,84.56112888124217,82.19301203076385,82.57080841064453,41107600
2018-02-08,82.66299650230152,82.81964078040137,78.10183738297467,78.33219909667969,55628700
2018-02-09,79.52084155398977,81.94424349467161,77.24486740840491,81.25315856933594,63499100
2018-02-12,81.76913841629407,82.72744336177512,81.02276920196086,82.12850189208984,35720300
2018-02-13,81.94424102014776,82.93018853598352,80.90300896158003,82.77354431152344,26407700
2018-02-14,81.94034758311723,84.23626563773915,81.84777149533619,84.06962585449219,34960900
2018-02-15,84.43993256690193,85.83785472279509,83.8937287352358,85.78231048583984,27823900
2018-02-16,85.5878910671302,86.55995758720066,84.98614300176521,85.17129516601562,30596900
2018-02-20,84.6899010720203,86.15262022071634,84.25478568696977,85.83786010742188,30911700
2018-02-21,86.07856763077143,86.43035960858283,84.69915771484375,84.69915771484375,26922500
2018-02-22,85.21759630569805,85.84712362316742,84.5788092600459,84.92134857177734,24392800
2018-02-23,86.6525287951107,87.08764412603642,85.50456990250588,87.07838439941406,26329200
2018-02-26,87.39315318736217,88.36521260801237,87.25428553781155,88.33744049072266,30199800
2018-02-27,88.63368674399639,88.72626282116258,87.20799255371094,87.20799255371094,25869100
2018-02-28,87.80047711269015,88.60590371738029,86.68029047177004,86.80989837646484,31167300
2018-03-01,87.01358137439247,87.55053251462893,85.0231639153104,85.95819854736328,37135600
2018-03-02,84.78248863170327,86.23595531238503,84.11592940383072,86.14337921142578,32830400
