Date,AAPL,MSFT,AMZN,TSLA,JPM
2018-01-02,40.38100051879883,79.19835662841797,59.45050048828125,21.368667602539062,87.15200805664062
2018-01-03,40.373958587646484,79.56690979003906,60.209999084472656,21.149999618530273,87.24082946777344
2018-01-04,40.561500549316406,80.2672119140625,60.47949981689453,20.974666595458984,88.4906005859375
2018-01-05,41.02330780029297,81.26238250732422,61.457000732421875,21.10533332824707,87.92251586914062
2018-01-08,40.87092590332031,81.34529876708984,62.34349822998047,22.42733383178711,88.0523681640625
2018-01-09,40.86624526977539,81.29003143310547,62.6349983215332,22.246000289916992,88.49873352050781
2018-01-10,40.85685729980469,80.92145538330078,62.71649932861328,22.31999969482422,89.4725570678711
2018-01-11,41.08893585205078,81.16102600097656,63.83399963378906,22.530000686645508,89.95135498046875
2018-01-12,41.513240814208984,82.56161499023438,65.26000213623047,22.4146671295166,91.43650817871094
2018-01-16,41.30226135253906,81.40979766845703,65.24299621582031,22.67066764831543,91.11186981201172
2018-01-17,41.98442840576172,83.0592041015625,64.75,23.143999099731445,91.6961669921875
2018-01-18,42.021915435791016,83.02233123779297,64.66600036621094,22.971332550048828,91.91531372070312
2018-01-19,41.83440017700195,82.9301986694336,64.72899627685547,23.334667205810547,91.7124252319336
2018-01-22,41.49214172363281,84.41371154785156,66.3655014038086,23.437332153320312,92.7836685180664
2018-01-23,41.50151824951172,84.68095397949219,68.12699890136719,23.519332885742188,92.686279296875
2018-01-24,40.84046173095703,84.60722351074219,67.87550354003906,23.05933380126953,93.87112426757812
2018-01-25,40.11140823364258,85.0771484375,68.89749908447266,22.50933265686035,93.89549255371094
2018-01-26,40.20517349243164,86.6712417602539,70.10250091552734,22.856666564941406,94.39864349365234
2018-01-29,39.372989654541016,86.54228973388672,70.88400268554688,23.302000045776367,94.30123901367188
2018-01-30,39.14091873168945,85.45494842529297,71.89099884033203,23.05466651916504,93.41665649414062
2018-01-31,39.24875259399414,87.54663848876953,72.54450225830078,23.62066650390625,93.87112426757812
2018-02-01,39.33079528808594,86.85552978515625,69.5,23.28333282470703,94.84497833251953
2018-02-02,37.624229431152344,84.57035064697266,71.49749755859375,22.916667938232422,92.74309539794922
2018-02-05,36.684207916259766,81.08729553222656,69.5,22.208667755126953,88.29582977294922
2018-02-06,38.217308044433594,84.15572357177734,72.14199829101562,22.264667510986328,90.9820327758789
2018-02-07,37.399173736572266,82.57080841064453,70.83899688720703,23.0,91.59882354736328
2018-02-08,36.37008285522461,78.33219909667969,67.5250015258789,21.01533317565918,87.54922485351562
2018-02-09,36.814945220947266,81.25315856933594,66.9800033569336,20.69466781616211,89.30213928222656
2018-02-12,38.29781723022461,82.12850189208984,69.3115005493164,21.048667907714844,90.68177032470703
2018-02-13,38.68146896362305,82.77354431152344,70.72550201416016,21.577333450317383,91.24173736572266
2018-02-14,39.394649505615234,84.06962585449219,72.55249786376953,21.487333297729492,93.35174560546875
2018-02-15,40.717464447021484,85.78231048583984,73.08799743652344,22.271333694458008,93.74126434326172
2018-02-16,40.58563995361328,85.17129516601562,72.43450164794922,22.365999221801758,93.06770324707031
2018-02-20,40.44912338256836,85.83786010742188,73.4175033569336,22.31800079345703,93.09204864501953
2018-02-21,40.265541076660156,84.69915771484375,74.14600372314453,22.219999313354492,93.48157501220703
2018-02-22,40.60212707519531,84.92134857177734,74.26699829101562,23.077999114990234,93.31116485595703
2018-02-23,41.30824279785156,87.07838439941406,75.0,23.469999313354492,95.20207214355469
2018-02-26,42.125,88.33744049072266,76.09750366210938,23.827999114990234,96.38690185546875
2018-02-27,41.98847961425781,87.20799255371094,75.5989990234375,23.39933204650879,95.24264526367188
2018-02-28,41.924930572509766,86.80989837646484,75.62249755859375,22.87066650390625,93.73314666748047
2018-03-01,41.19056701660156,85.95819854736328,74.67250061035156,22.062000274658203,92.05326843261719
2018-03-02,41.475364685058594,86.14337921142578,75.01249694824219,22.341333389282227,91.96399688720703
2018-03-05,41.61894607543945,86.68958282470703,76.18049621582031,22.22333335876465,93.37606811523438
