Date,Close,Return,SMA_10,SMA_20,Volatility_10,RSI,MACD,MACD_Signal
2018-02-20,40.44912338256836,-0.0033636668339085407,38.69276733398438,39.04940643310547,0.024283784889537315,56.68953746116745,-0.14841633221068662,-0.5627982740007369
2018-02-21,40.26554107666016,-0.004538597886828644,38.89759063720703,38.98760757446289,0.021860244191075646,55.311633189119995,-0.06006884972029525,-0.4622523891446486
2018-02-22,40.60212707519531,0.008359157471504952,39.217885971069336,38.975690841674805,0.01971881796936389,57.35809048360192,0.03668397376323895,-0.3624651165630711
2018-02-23,41.30824279785156,0.017391101735840575,39.71170196533203,39.035532569885255,0.015225895781072918,61.35618216130085,0.16839773671849656,-0.2562925459067576
2018-02-26,42.125,0.01977225722588516,40.24270744323731,39.13152389526367,0.015374267865089077,65.39751956394673,0.3348276385019133,-0.13806850902502343
2018-02-27,41.98847961425781,-0.003240840017618707,40.61177368164063,39.26229839324951,0.012977785768408637,64.18916051894507,0.45051522150946255,-0.020351762918126237
2018-02-28,41.924930572509766,-0.0015134875644906565,40.936119842529294,39.40149898529053,0.013413635377894592,63.6000613120679,0.5309501254185633,0.08990861474921168
2018-03-01,41.19056701660156,-0.017516154371158943,41.11571159362793,39.4985897064209,0.015070302482245489,57.08072997914001,0.5293365029339441,0.17779419238615818
2018-03-02,41.475364685058594,0.0069141478033609705,41.19150161743164,39.60581817626953,0.011239204135090454,58.84271508740464,0.5447588463008728,0.25118712316910113
2018-03-05,41.61894607543945,0.0034618475683370065,41.29483222961426,39.80555400848389,0.011097541750977108,59.74008027954052,0.5620875869600326,0.31336721592728745
2018-03-06,41.58363723754883,-0.0008483837583639353,41.4082836151123,40.05052547454834,0.010975883742911488,59.397108992997325,0.5664420196451943,0.36398217667086885
2018-03-07,41.19762420654297,-0.0092828106594125,41.501491928100585,40.19954128265381,0.011422917856663111,55.636525897747816,0.5326053701912699,0.3977068153749491
2018-03-08,41.64719009399414,0.010912422648385878,41.60599822998047,40.411942100524904,0.011599340398018087,58.900192153697965,0.5358884037184524,0.4253431330436498
2018-03-09,42.36272811889648,0.017180943619183653,41.71144676208496,40.71157436370849,0.011569726753972468,63.5024218569081,0.5894335470300405,0.45816121584092795
2018-03-12,42.77227783203125,0.009667689766941212,41.776174545288086,41.0094409942627,0.010270017440955022,65.85890601438402,0.6573383111050788,0.4979966348937581
2018-03-13,42.3603744506836,-0.009630148363040547,41.813364028930664,41.212568855285646,0.010788478134384707,61.55431037175488,0.6701906250608687,0.5324354329271802
2018-03-14,42.00024032592773,-0.008501674723747965,41.82089500427246,41.378507423400876,0.011183758607285548,57.985752467685984,0.6438939536774839,0.554727137077241
2018-03-15,42.04967880249024,0.0011770998494025076,41.90680618286133,41.511258888244626,0.009288576889821168,58.342786799242056,0.6198971357248055,0.5677611368067539
2018-03-16,41.901405334472656,-0.0035261498361029986,41.94941024780273,41.570455932617186,0.009274716392697616,56.78422460245295,0.5822037722365465,0.5706496638927124
2018-03-19,41.26116561889648,-0.0152796716593524,41.913632202148435,41.604232215881346,0.010542587909264932,50.50976708693518,0.4949638802583465,0.5555125071658393
2018-03-20,41.24706268310547,-0.0003417968343712996,41.8799747467041,41.6441291809082,0.010543616420556911,50.37771703784456,0.41984790300139707,0.5283795863329509
2018-03-21,40.3126220703125,-0.02265471895470772,41.79147453308106,41.64648323059082,0.012424464245207498,42.45738630940215,0.28166949127528085,0.47903756732141695
2018-03-22,39.743011474609375,-0.014129832455691438,41.60105667114258,41.60352745056152,0.01202778306447701,38.4853657360941,0.12476112127678363,0.4081822781124903
2018-03-23,38.822696685791016,-0.023156644518655067,41.24705352783203,41.4792501449585,0.010587869779759068,33.09771674085522,-0.07300999075059167,0.31194382433987394
2018-03-26,40.66567611694336,0.04747170053817684,41.036393356323245,41.406283950805665,0.02021875195995148,48.612067095667115,-0.08010854280831126,0.23353335091023691
2018-03-27,39.62296676635742,-0.025641018425155204,40.76265258789063,41.288008308410646,0.021246524358089255,42.593860134099884,-0.16793626207054757,0.15323942831408002
2018-03-28,39.18516540527344,-0.011049181745161674,40.4811450958252,41.15102005004883,0.021288977744617906,40.33591460079075,-0.2697576747747803,0.06864000769630796
2018-03-29,39.49114990234375,0.007808682033255687,40.22529220581055,41.06604919433594,0.02166208472013246,42.625173167318025,-0.3220491046226357,-0.009497814767480774
2018-04-02,39.23224639892578,-0.006555987963333565,39.95837631225586,40.9538932800293,0.02164404529634262,41.18522618113385,-0.3800013692533213,-0.08359852566464888
2018-04-03,39.63473510742188,0.010259129808766643,39.795733261108396,40.854682731628415,0.02197783936399957,44.33351524828391,-0.38896770389302304,-0.14467236131032374
2018-04-04,40.39263916015625,0.01912221819270954,39.71029090881348,40.79513282775879,0.023148728592879916,49.784457041908794,-0.33110034700921886,-0.18195795845010276
2018-04-05,40.672733306884766,0.006934286854046512,39.7463020324707,40.768888282775876,0.022059769742245005,51.66804788777303,-0.2596457582927343,-0.19749551841862908
2018-04-06,39.63238906860352,-0.025578419587186763,39.735239791870114,40.66814823150635,0.02320567289107305,44.92718717231944,-0.2836943159613128,-0.21473527792716585
2018-04-09,40.02545166015625,0.009917711265710949,39.85551528930664,40.55128440856934,0.021862746289646302,47.70329880209374,-0.2679473744557299,-0.22537769723287868
2018-04-10,40.77865982055664,0.018818230130059455,39.86681365966797,40.45160350799561,0.016692013148723334,52.630871582884936,-0.1924715143330289,-0.21879646065290875
2018-04-11,40.5880012512207,-0.004675449614453098,39.9633171081543,40.362984848022464,0.014185792111040768,51.31288442906698,-0.14635382872143055,-0.20430793426661312
2018-04-12,40.98814010620117,0.009858550375609676,40.14361457824707,40.31237983703613,0.013490654349140489,53.92091990242451,-0.07663398029542634,-0.17877314347237577
2018-04-13,41.12701797485352,0.003388245192207151,40.30720138549805,40.2662467956543,0.013445850170285703,54.825403573573674,-0.01005826929657161,-0.14503016863721493
2018-04-16,41.383567810058594,0.006237987771491982,40.52233352661133,40.24035491943359,0.012912183320912816,56.52317090681308,0.06268232610974422,-0.10348766968782311
2018-04-17,41.95317840576172,0.013764173217676978,40.75417785644531,40.27495555877685,0.01310403666808894,60.107941297390546,0.16439751446296924,-0.049910632857664644
2018-04-18,41.85903549194336,-0.002243999558456111,40.900817489624025,40.30555419921875,0.012410152556958935,59.23857589814459,0.23470544937001137,0.007012583587870561
