Date,AAPL,MSFT,AMZN,TSLA,JPM
2018-01-03,-0.00017438723810403456,0.004653545569768269,0.012775310383486449,-0.010233112708571634,0.0010191550729972132
2018-01-04,0.004645121960552778,0.008801424183387141,0.004476012896857506,-0.008289977599700626,0.014325529981643825
2018-01-05,0.01138535913914418,0.012398220512843894,0.016162516530176196,0.006229740634655645,-0.006419718173854894
2018-01-08,-0.0037145199922559158,0.0010203523107159551,0.014424678832250848,0.06263821959024418,0.0014768946684275974
2018-01-09,-0.00011452232709363575,-0.000679416448424619,0.0046757095740346255,-0.00808538113492141,0.005069316882126751
2018-01-10,-0.00022972430935919164,-0.004534086693126604,0.0013012055442500614,0.003326413914539472,0.01100381337251144
2018-01-11,0.0056802839861891385,0.002960532735613919,0.01781828254348916,0.009408646715617364,0.005351338201214695
2018-01-12,0.010326501608267424,0.017256915766946657,0.022339231610462695,-0.005119110235858537,0.01651062619973498
2018-01-16,-0.005082220937992932,-0.013951002798498813,-0.0002605871874575838,0.011421116241414841,-0.003550423929845614
2018-01-17,0.01651645771644228,0.020260539644413766,-0.00755630863716783,0.02087858455510405,0.006412964429128198
2018-01-18,0.0008928793710611949,-0.00044393471100978577,-0.0012972916415299185,-0.007460532163804823,0.0023899224548207254
2018-01-19,-0.00446232059734597,-0.0011097323694210237,0.0009741736041779525,0.015816873268893028,-0.002207341525113371
2018-01-22,-0.00818126833230648,0.017888693168713665,0.025282411609683475,0.004399674810198428,0.01168045969151632
2018-01-23,0.0002259831739070961,0.0031658651982044983,0.02654236704761037,0.0034987229726255453,-0.0010496375358605148
2018-01-24,-0.015928490003193185,-0.0008706853818375437,-0.0036915667119321594,-0.019558338950656062,0.012783391238611053
2018-01-25,-0.017851255015607026,0.005554193924093731,0.015056912893923968,-0.02385156263182675,0.00025959299329736396
2018-01-26,0.0023376207148573247,0.018737032822920385,0.017489776074125496,0.015430662178036458,0.005358627195587662
2018-01-29,-0.020698426734740427,-0.0014878294547099324,0.011147987016343786,0.019483745784611983,-0.0010318419457692185
2018-01-30,-0.005894165642176374,-0.012564277094323173,0.014206254114237371,-0.010614261699658623,-0.009380391273575928
2018-01-31,0.0027550161263174555,0.02447710872244202,0.009090198056924459,0.024550343604870628,0.004864954393502652
2018-02-01,0.0020903261548330665,-0.007894177498339205,-0.04196737400527717,-0.014281293846785892,0.01037437308373379
2018-02-02,-0.043390067361555595,-0.026310116855382204,0.02874097206609716,-0.015747955382294787,-0.022161246399374446
2018-02-05,-0.024984472216572406,-0.041185298252878644,-0.027938006598856924,-0.03089455173037159,-0.04795252526257976
2018-02-06,0.04179182856212926,0.03784104549807421,0.03801436389950541,0.0025215270216487617,0.030422761865845693
2018-02-07,-0.0214074289824423,-0.018833123807449947,-0.018061620618718965,0.03302687941110416,0.0067792590763908755
2018-02-08,-0.02751640687562351,-0.05133302429213504,-0.046782076355553315,-0.0862898619278617,-0.04421016053501736
2018-02-09,0.012231546666898963,0.037289384267778836,-0.008071057484337008,-0.015258637910555595,0.020022043960341795
2018-02-12,0.04027907689058852,0.010773037481452974,0.0348088545167482,0.017105860055229627,0.015449025673621941
2018-02-13,0.010017587453930998,0.007854062896229808,0.020400675986486094,0.025116342037434514,0.00617507839790199
2018-02-14,0.018437266244021977,0.015658161720015995,0.025832207585371192,-0.004171050736881954,0.02312547196781889
2018-02-15,0.03357854322876275,0.020372216647091657,0.007380856462852581,0.036486630791516816,0.004172591902450007
2018-02-16,-0.003237541806654698,-0.00712285920446365,-0.008941218962002284,0.004250554934988493,-0.007185321223372343
2018-02-20,-0.0033636668339085407,0.007826168900061825,0.013570904563712238,-0.002146044443118056,0.0002615880385976599
2018-02-21,-0.004538597886828644,-0.013265736018501562,0.009922706887337096,-0.004391140631703649,0.004184314051062232
2018-02-22,0.008359157471504952,0.0026232947638233917,0.001631842065593636,0.03861385365210501,-0.0018229277398005284
2018-02-23,0.017391101735840575,0.02540039535304306,0.009869817359685173,0.016985883239315713,0.020264534158549896
2018-02-26,0.01977225722588516,0.014458882074953383,0.014633382161458375,0.01525350712013207,0.012445419361539756
2018-02-27,-0.003240840017618707,-0.012785608579301444,-0.006550867172796515,-0.017990057260484416,-0.011871494671679472
2018-02-28,-0.0015134875644906565,-0.004564881791091713,0.0003108313001467522,-0.022593189478732012,-0.01584897807082597
2018-03-01,-0.017516154371158943,-0.009811091189256271,-0.012562358807392093,-0.03535822749677753,-0.017921922975899562
2018-03-02,0.0069141478033609705,0.0021543106671839674,0.004553166629101657,0.012661277814635996,-0.0009697813769155017
2018-03-05,0.0034618475683370065,0.00634063370024851,0.01557072907976953,-0.0052816914935877035,0.015354609149482945
2018-03-06,-0.0008483837583639353,-0.0034172705716317697,0.00920849302913429,-0.015449266428910424,0.0008694346297259958
2018-03-07,-0.0092828106594125,0.005786511674403139,0.004786506564700588,0.012492436638843696,-0.003734072272719491
2018-03-08,0.010912422648385878,0.006072731771378237,0.0044401594736043215,-0.009629843215428147,8.702144759098474e-05
2018-03-09,0.017180943619183653,0.02234467056894407,0.01741782666536884,-0.005864531827206032,0.028760871613566774
2018-03-12,0.009667689766941212,0.0023821816296969445,0.012350428812454961,0.05605653312252645,-0.0032191844918455503
2018-03-13,-0.009630148363040547,-0.024387479265273182,-0.006387748444923624,-0.010621995702379539,-0.011983727449561776
2018-03-14,-0.008501674723747965,-0.005931733131191996,0.001775698923243585,-0.044494497652946774,-0.011182741890144676
2018-03-15,0.0011770998494025076,0.003516403193275286,-0.005455760159082668,-0.003153405592199232,0.002522635635317849
2018-03-16,-0.0035261498361029986,0.004459708182513511,-0.006724274466889391,-0.01305288982206032,0.0017359082979662155
2018-03-19,-0.0152796716593524,-0.018076554647119436,-0.01702002356856136,-0.024241461624452176,-0.00788327456967619
2018-03-20,-0.0003417968343712996,0.00258393554187597,0.02691387223103381,-0.00959942757640797,0.0009607134364360004
2018-03-21,-0.02265471895470772,-0.006979396215682776,-0.0029309385697435797,0.019256145072983122,0.0008719635548262161
2018-03-22,-0.014129832455691438,-0.029087352059412153,-0.023352257063312565,-0.023473260104713622,-0.04174634062409088
2018-03-23,-0.023156644518655067,-0.02906793927642526,-0.03194990354365934,-0.024458090225057294,-0.026739571446576016
2018-03-26,0.04747170053817684,0.07570552862880398,0.0403193371656132,0.00875508689287341,0.030838358573228586
2018-03-27,-0.025641018425155204,-0.04595869877275627,-0.037799009933227934,-0.08218823758246663,-0.01939979704665118
2018-03-28,-0.011049181745161674,-0.0008942967740747099,-0.043839574227757305,-0.0766530355251378,-0.0015716881977114738
2018-03-29,0.007808682033255687,0.021031420504318943,0.011121789958675743,0.032392000767142104,0.018240749163367154
2018-04-02,-0.006555987963333565,-0.030130137351804587,-0.05206094449224363,-0.05129071230255955,-0.01927785825511552
2018-04-03,0.010259129808766643,0.01344343794512759,0.014621073252283123,0.05960860827013281,0.013722904716074957
2018-04-04,0.01912221819270954,0.02920492021643084,0.013304155601610468,0.07255264788199489,0.0151829516872235
2018-04-05,0.006934286854046512,0.0005415215944566398,0.02919384373872269,0.06544916484533281,0.01313062841196544
2018-04-06,-0.025578419587186763,-0.02327327186683159,-0.032044139547784845,-0.020999583742291605,-0.024937543275767027
2018-04-09,0.009917711265710949,0.005984493090884779,0.0006049309856379637,-0.03220844689083846,0.012008435022732966
2018-04-10,0.018818230130059455,0.023245556693468172,0.02143542524562969,0.05192293313418306,0.01911232656101647
2018-04-11,-0.004675449614453098,-0.010981997548612954,-0.006384761566404218,-0.012372820864378187,-0.016798279809325134
2018-04-12,0.009858550375609676,0.018724213510095344,0.015031037769792865,-0.022762782382571456,0.024859768972357088
2018-04-13,0.003388245192207151,-0.005342970424191518,-0.012226519005276604,0.021286738456213206,-0.02707943597138618
2018-04-16,0.006237987771491982,0.011710439560488117,0.007485369514734552,-0.030398916175857993,-0.0008159655160863144
2018-04-17,0.013764173217676978,0.02017627196486038,0.04323969457439136,-0.012087505392479825,0.0
2018-04-18,-0.002243999558456111,0.0038516175077889514,0.015965907361371823,0.019674020987929586,-0.008075591152096773
2018-04-19,-0.028340408973038134,-0.0034218797266187817,0.019026846696625466,0.02294182395058919,0.021954085222777087
2018-04-20,-0.040971991199117874,-0.011549698275536868,-0.018896413095091713,-0.032791263163394646,-0.0022380315837822184
2018-04-23,-0.002896453050361014,0.003684374891564701,-0.006304443768269441,-0.023670076256160355,-0.004844323525391547
2018-04-24,-0.013919174141751478,-0.02338758133916541,-0.03806011733462866,0.0003176334310297513,-0.004687712382191678
2018-04-25,0.0043571875242758296,-0.00869819096035962,5.476104433066453e-05,-0.009772049765610302,-0.003803820458996632
2018-04-26,0.003482828835818408,0.021124182240977785,0.03957763154732241,0.01706502418195721,0.0009998280469243337
2018-04-27,-0.011569465099503962,0.016550288005384273,0.03600877473825914,0.030124724287798665,-0.006357438195042198
2018-04-30,0.018112067952430033,-0.024003479455678822,-0.004126787422321976,-0.0006121312704420179,-0.005667433342507411
2018-05-01,0.023236327825046033,0.015825234633546126,0.010299216955919732,0.02048323157183307,0.0
2018-05-02,0.0441751129212935,-0.015684097296922217,-0.007950625194139027,0.0041011301765416786,-0.007905819438760897
2018-05-03,0.001812252179516971,0.005988560651461139,0.001528911821702117,-0.05545415542303256,-0.006301158833908138
2018-05-04,0.039233678211732625,0.011587199755824784,0.005642261901468659,0.033890021653050884,0.011096624532120236
2018-05-07,0.007234615421914947,0.01113915491240336,0.012138311349751518,0.029514774071228267,0.008669419484981455
2018-05-08,0.004806669730190949,-0.004261094038528035,-0.004843383195326512,-0.002642361564227591,0.014811841776336765
2018-05-09,0.007041146235539308,0.011794624909974516,0.009802904151798408,0.016160606885176954,0.021804022103619092
2018-05-10,0.014304058779489814,0.01000602566757558,0.0006716524063099527,-0.0059638132116135445,0.007759478517120888
2018-05-11,-0.0038033893812622344,-0.0021449891096603224,-0.003834516470754168,-0.012982751883414467,-0.003762500474680852
2018-05-14,-0.002333053312147282,0.003377750020687076,-0.0008546543966294617,-0.030193360898847388,0.00035144034267342583
2018-05-15,-0.009088376992426483,-0.007242708931522457,-0.015872268790349864,-0.02668080078854762,-0.007638473090466058
2018-05-16,0.009332712162790635,0.0025800400520985534,0.007080662119067549,0.008093479277920368,0.002742628761091215
2018-05-17,-0.006323940780027959,-0.009984807747094537,-0.003477659670395261,-0.006771859790704271,-0.0033528458668854455
2018-05-18,-0.0036362838898532646,0.001871368118968375,-0.004672001043388829,-0.027131554566867888,-0.01620016723330242
2018-05-21,0.007084638716094327,0.012868863333715286,0.007044143460552821,0.027707543542699442,0.009178176737452581
2018-05-22,-0.0025045184500328554,-0.0010247654595273437,-0.0025608078786804045,-0.033322787235185114,0.007668508904753013
2018-05-23,0.006411541482010064,0.011897420015081428,0.012937936366005598,0.014763174167753412,-0.004601349623279183
2018-05-24,-0.0011150238514306965,-0.003547604013703909,0.0007553855752788774,-0.004371756014124761,-0.011201120344857651
2018-05-25,0.0022853943957124034,0.0005085572074277067,0.004416479152626884,0.003599112439287566,-0.005124546433618038
2018-05-29,-0.0036057955728453495,-0.003558090959190574,0.0016893033249025802,0.01760803914096898,-0.04274338265437638
2018-05-30,-0.0021287926422272063,0.009590523421236563,0.00745252767120097,0.028051857754248344,0.02284527426479266
2018-05-31,-0.0033599839362769,-0.0011114568202797992,0.0029110106331380337,-0.023961312441811433,-0.012367475303638131
2018-06-01,0.01803395052875567,0.019729036751761964,0.007314596664868223,0.024900736382056587,0.012989547856990358
